PaymentId,CustomerId,TripAmount,TransactionId,TransactionTime,Status
3e1c3a3a-17f5-462d-afc8-c3317036da40,b760ee37-ab57-485e-b666-944a8f6657c4,18.94,txn_409wjvLZL4jOT9rP,2019-01-01 12:46:43,Successful
1df0982b-da3d-4a49-b316-6351c34ed32d,4bdfe940-1b48-4bc1-89f9-c53444e92f4b,18.07,txn_vtLGiXMe6DVWxDHb,2022-07-24 02:10:50,Successful
9ba51d38-cf06-4d1b-ad1f-4ff5619eba84,e373f7b0-9560-4888-b0d6-278b12bcef92,13.67,txn_aA0rBmyid8IBTuf7,2023-10-13 09:14:50,Successful
a83ebaec-3b25-47b9-933f-e31d4ca479c2,3f837d48-6661-4d3f-b4b4-4972c53afb9f,15.46,txn_KNGsrrEScCTZNhkA,2022-11-04 02:02:11,Successful
b0a863dd-a002-4628-a793-687e2230231c,35585237-e1c1-43f7-9803-6e6b4e5d85dc,23.53,txn_CTLEiFkIBbjGnuIc,2023-10-13 11:00:07,Successful
627477bc-32ae-4b28-9e61-c15bcb201ee7,8594d26b-fe03-4541-93a6-93ba6790c3ab,12.92,txn_B0yPZaMfn7xHHadz,2023-09-17 16:46:40,Successful
2720bd40-ce0b-4c59-8405-e4a6d5f14f04,ea2b24e3-d58c-43cb-98e1-45882c08f8db,7.31,txn_beaaTdljqY6wLRrI,2023-10-13 10:13:26,Successful
972c670c-29f5-4401-ac3d-9591945f462c,a036f912-8d3a-4c12-9e49-689cce2e227c,19.16,txn_Ep96ucP6qwHPjAas,2023-04-20 06:35:25,Successful
9ac826a6-ec35-48b9-b4bd-d23aad17e3b1,c8812f09-012c-4ce1-9176-59eb1c66ce60,15.55,txn_vTlEQXdQAyUbOFNt,2023-10-13 10:17:24,Successful
4fab8905-272c-461c-9ee2-6049e597a0df,7d67466d-3cc4-4df5-982c-33f1532e8d2b,16.05,txn_fW9jSvaVEFtOfJPH,2023-10-13 09:28:03,Successful
35ba9a83-80c6-4e9f-89e4-789921c5bb79,57f0d92f-e7e6-4b0e-9bb0-bbb54ee23de2,15.22,txn_qercXXEnL7VCp3qZ,2023-10-13 10:06:31,Successful
36359202-b1a0-43d7-825e-3ca919d1cde1,f9b37093-dd2a-4929-bc60-9f3488d3809d,6.49,txn_F7ZmrzivYzB3Tx8h,2022-07-25 12:16:13,Successful
d07e8cc8-d9b8-44a6-b6ab-789b6c8750c5,6863d42f-4b5d-4bfc-8bee-cf4e92cfe980,13.1,txn_nKDCm0JeYEvpXCdB,2020-04-19 08:30:05,Successful
aa0358b9-13e1-4083-a8db-3f4177db1250,5097d7c8-0742-4d94-9f7d-878119100e95,20.04,txn_Hn2igpaG84vXCIUs,2022-01-03 12:15:28,Successful
f1377f5e-2cd9-4909-be8c-1e2c16a7b019,38505f77-4c53-429a-adc9-c55ed3108eed,14.61,txn_6xDz1Ve1nffNoP8C,2023-03-27 12:11:23,Successful
3d9ad8fc-0ce0-421a-a9e8-7744a7e34684,62990dd5-df79-4502-ab1d-a02da473dd4a,18.36,txn_7Q4QPvIkiWqlIHA0,2016-06-14 08:06:54,Successful
c480ab29-a582-4c35-ab3f-40d2b835f314,ea2d1dee-fd92-4d91-9e7a-06833849a287,8.01,txn_yfWFn80kTfuLbi4F,2019-06-18 04:39:56,Successful
67fe7808-c3d2-4f7e-b015-657244c94598,6f45a9b1-d6ba-4cf1-8907-4cb05b01c70e,22.18,txn_1YLWJTiqwGsPGoaC,2022-11-28 09:53:53,Successful
01527989-1f22-4a39-99a9-7db67024d6ab,7a9d53d0-6960-4e78-bb95-acf8207820dc,15.89,txn_nywqnpuID3IosuXR,2020-12-17 18:51:05,Successful
1efd43c4-e9f4-46ca-bb6d-2af119b442a3,f2677b15-ed5d-4ea3-90d0-3d96ea089115,20.07,txn_jg6LEzTGVVS2nLP3,2023-07-16 09:05:38,Successful
5017bba9-3729-4c3d-9c25-5e6de8d72fc9,75a8dfe2-edd8-48aa-a252-27190f74b074,13.69,txn_ZdB5cVVAJw7IVPUq,2020-08-07 19:31:06,Successful
f7269ff2-fe17-45f0-a751-0832009924ac,85537020-728f-4509-a590-137f19058457,9.09,txn_MRxtmcTuI6oI0F75,2023-09-19 07:49:07,Successful
35b2d562-36f4-4337-9af6-017e8ee5149a,986dfb14-a7f1-4115-bc61-9f19b523c6fc,21.26,txn_Jd4v1sIQQJYavv7T,2023-10-13 11:58:23,Successful
7680192e-ec42-4a3b-8432-bcce6f687859,72bcf65f-9cb2-4cd2-9901-0c3cd2ad5ebc,16.03,txn_aqUEB4KOE25nu1ZO,2023-10-13 09:57:54,Successful
c2f0bb6f-47ac-4b89-816b-7d52c15c4f69,016e2c56-09d3-4b9e-9eb9-1e4e277ca510,14.96,txn_v7efP2vD3Tvg6po6,2023-10-13 08:19:59,Successful
7e580e83-1e59-40bc-a1ee-27951af346d1,b44c9ee3-d337-4648-a5ca-5b457c642a23,25.94,txn_3pEMzeOnEZYgwdJT,2022-12-17 06:50:25,Successful
4ff42097-ba00-43cf-a76d-f442412c2efd,f846b15b-4a27-4910-9b36-9b3b5f06a3d9,16.52,txn_eI9eNpuHQHrqKBTr,2023-03-30 20:28:35,Successful
d217fdea-b8da-448e-bc35-388b9569d973,36b7797f-538e-44b8-979d-c4960e4b9638,14.28,txn_1ySDuGmkZxBDXG8g,2023-10-13 10:35:18,Successful
2a3f57fb-ca77-475e-873d-e3f0fd7ba680,27335eb7-f962-49c3-bed8-e4ead3826e5e,16.2,txn_EbEtKZ92INNLNZ3N,2023-09-19 22:48:58,Successful
9c960213-8e0f-4592-911f-281fe7789aa6,75f4f67b-21a8-4dc2-b792-2a89a62e445c,12.52,txn_V1QpJJxHyQWmnMBD,2022-07-22 10:07:48,Successful
ec15d17b-cdaa-4940-88f3-506e8ec78168,756ddf15-b0da-4799-9863-d8aacd426f73,15.73,txn_FwRC8RgiX4Z4lVTN,2023-10-13 09:47:52,Successful
ba225812-f3ea-4f11-9fd0-b281ed7903a6,5223898b-68b1-47c3-801d-427fd2d9ea5c,13.33,txn_6sNgy1ghW89kouK2,2023-03-22 19:48:30,Successful
67875f14-d90f-44d0-b390-34611113d4dd,3185b907-d938-4cf5-969d-e9172c0b322b,5.93,txn_F2uFpt0cqB0KAL29,2019-07-19 13:51:42,Successful
ac910d0d-0424-4c48-ada4-e37d61b82cd8,d4e952ce-a111-417e-958e-91a1d16eaeab,9.84,txn_BcsWqxZABMH67DWG,2023-10-13 09:17:44,Successful
5bce5f28-e7fe-4690-9da0-5b98bbb6ee19,bc77b63e-fc6c-40da-b634-8bbb07ca407c,14.55,txn_0Y1JccfXQ467oaC9,2023-06-28 21:32:29,Successful
a4559b1c-fe0d-456e-bd10-e4cb982d55b7,a122a947-6850-4d8e-9293-82351c19df39,12.24,txn_XdhMO3y7IJzr1L1N,2023-09-25 03:23:50,Successful
a4ba7f03-8b04-45c1-aa63-3583df6cdc6a,f7b9e77b-dd6d-48b0-badc-dce036040c05,15.78,txn_WvGDphxIE8AJmO8u,2023-08-04 07:30:09,Successful
a32f73f3-4a61-486a-a044-8b656ffdd61a,7a6e0920-c064-4c48-be58-ba180442821d,16.18,txn_GfyX1uqpdT1WK83o,2023-10-13 09:55:33,Successful
e2dda9c1-4366-4667-a40f-a17ddaa8b9a8,0428dfd2-1e72-4234-94a5-6a16252bc590,13.9,txn_h4XUgFxBPHQueXIx,2023-10-13 10:07:57,Successful
aebd89bf-4bfd-4a39-a584-93772e5ec7bf,c4b4afe2-4cfa-4a0e-8a33-6aac8e02124a,25.25,txn_eqxFUQPUIRVMhL1m,2023-07-28 13:06:08,Successful
7ed10900-6af5-440f-8263-1bfdead113bf,5a3ab2e2-0718-4eef-8aae-65866a99b39a,16.21,txn_mokMVBDFVrsKwPKM,2023-09-29 11:21:36,Successful
44d8741d-ef50-442d-b757-ccd0f4ebd7c6,03300aae-5421-4e5a-b92d-bc4653f03a24,13.15,txn_GhKt6c4UrI5Ikrlq,2022-04-26 17:05:41,Successful
7860aaec-1505-46c3-a826-d1181da6208c,3502e6d5-11b1-483c-8bdf-dc743be144fe,18.61,txn_vT6N3qafK6CdUaBl,2022-11-24 19:13:46,Successful
5aec7603-44f9-4caa-924c-7cc8151eb71b,dbdd9310-9a81-4365-b06b-32b0ea490418,17.38,txn_hkOVD5JeXFMhgFoN,2023-10-13 10:01:22,Successful
40940fe0-bda8-4b5e-bb05-e8a490307e44,3cd1c438-8bb7-4ba0-884d-12d0c9d1e729,9.36,txn_4DaHJx4h0TIfwqqT,2023-08-24 23:18:57,Successful
a0ddfef0-e539-4fdd-8fc8-9452ac96915a,cb8b04f2-a43e-4821-96f2-8d406a94b982,21.23,txn_HB6v81wVOMiJvYrR,2023-05-06 12:36:52,Successful
73bbf28c-1bcd-46f0-b049-f384ce3b4287,3cbe6aa3-8a5c-43e5-823a-bc29a7ffa140,13.95,txn_7I3sk1qVZDvc0aqY,2021-11-21 11:13:10,Successful
d641a564-3904-4925-9a83-22c760a5293f,54ccb807-a4db-4729-be84-d6e38b76be3a,8.8,txn_eQoneBNp3lo47Do6,2022-09-28 17:29:23,Successful
13bc016d-31e6-4790-8115-5e2d52a1006f,2cc89c28-f0dc-4d6e-8a79-c082d64a8734,22.48,txn_X7fjwDNTToR5x5hO,2023-08-07 14:36:00,Successful
0b9cc8d7-dd13-48e1-9e89-e8590700fa7c,f562cf1d-4991-4292-8c69-782c9454dbea,13.35,txn_PojgFI9hhtw7StYm,2022-01-08 22:19:01,Successful
621bde3b-2dd7-4bb5-bc06-bdaa1e7b53f9,e22fa900-bc01-4f6d-8621-5048d1091696,15.09,txn_UZNRW3FPfcwloNNm,2022-02-15 18:22:16,Successful
15b32825-a6a6-4f0a-9ad2-beddb410739e,0842a642-491a-4772-a3ad-259213bd471a,12.3,txn_DwNJqAS3bew9Jl04,2020-05-14 12:43:24,Successful
d8906a41-cf8f-4f25-ad66-616d6603765e,0c11cdc7-0098-452b-a31d-b006c208aad9,16.8,txn_VrEQAcUphaE661LS,2021-11-23 15:00:38,Successful
746d7fa0-114c-41ed-b2e0-c934df8bcff1,b09a282b-66ad-4db3-b8ef-8d93a39adb40,10.25,txn_ZG5t53HVTTXgbXDq,2023-02-06 05:00:23,Successful
c17aa721-3253-4c97-8fb0-a10b51010627,3eb8c137-9a76-4f33-ac0d-d2525db605b3,18.42,txn_GsPPU8bJO1zeOYW0,2022-10-16 10:37:31,Successful
4750567e-d1a0-41ab-a2f2-05ea219f6ab8,b74154e3-da3f-49e7-9e34-5f31bc919553,13.66,txn_lf3IvCVt1FSjqEzs,2023-03-15 06:33:53,Successful
1519fc90-d73f-45bf-ba7f-9a22e780b048,665dd96c-336e-454d-864f-e6128497a52a,16.5,txn_OUf5naJMMOdyUEJY,2022-12-28 20:56:04,Successful
b172524a-3396-4b3d-8423-c2e309dd38b8,870b3b6e-263a-45e3-bf07-01ec03bbcd7a,16.97,txn_hFDQL5oxR0Lu0tgB,2023-09-05 03:51:09,Successful
ce211c2e-cc0a-452a-806e-e95eab23f971,bbf55e21-44f5-4f0a-a4b7-51b551af403b,15.89,txn_wuwJAJo3GSDoGdRZ,2022-02-14 04:34:44,Successful
afcbf9c6-0d62-40b9-a029-615b2bd7488b,4488f803-6f39-4563-bd6a-2a53d35b29df,14.04,txn_c5EGMRMVzHjpGfgv,2023-10-07 04:14:02,Successful
d4461c65-02cc-40e1-8efb-db49b01b2ed2,ffce2676-c367-4cbd-b18e-d2c45332db3f,13.63,txn_ZYE8GJwqJIxjOpRx,2023-04-25 22:27:24,Successful
925be151-31ba-45bd-a67a-2281f48f2998,8e5cc40e-3556-4f99-bc33-efeef3eba417,15.1,txn_WmAXflvIlDVfLz0x,2023-10-13 08:00:46,Successful
2f8295b6-5662-4cb6-ac80-9a2e2676b205,31ea7761-5b91-4f9e-ab74-1de2ae524c03,11.07,txn_AhUpAXUyvlY9sDi8,2023-10-13 10:06:35,Successful
b4df9e4f-9121-4ca6-815d-aeb1b96835c6,2f837421-d3d1-4bc0-a285-3aab4ea06d26,14.96,txn_xxz0v2Xlry2LitVy,2019-07-10 16:16:29,Successful
5db09cdf-b997-46a2-83d3-796d27eec5c5,a2eaa7ba-010a-4f4e-90ec-0e43579e40d0,12.14,txn_XaH1fycAy7iBcCxc,2023-02-12 17:07:03,Successful
b841fc23-14b0-4e7b-aa4e-b34a6fab491f,5b030e94-45dd-4fc5-bd5d-407a99b6d89e,23.0,txn_IanULtgOwCTYOxHI,2021-04-10 05:49:06,Successful
0dd4f900-50a2-4f42-95e0-642582a8eca4,806d2df8-e0ee-4165-8b44-26293f5ccc1f,22.01,txn_THLolsrrZCOvbdHm,2023-08-02 12:00:04,Successful
e93a86bd-1776-4d4e-b5c7-9af9937af44d,ef5c2f69-d013-472f-a711-126d50714a73,18.72,txn_NR0uujCDnDq1p0ht,2023-10-13 08:41:04,Successful
54e6cda5-14cf-4af2-8505-71a1f7d81ac2,92368ecc-3248-4c59-8052-dcef317a87cf,16.81,txn_mJjYy36FSuAbnCYE,2021-04-24 07:34:20,Successful
0fbed149-1a42-471a-9e52-69554e979e09,65072829-4824-4b26-8dfe-f78384081268,9.98,txn_H21NgABChfpvQc1I,2015-06-23 16:13:23,Successful
23d24dd9-2373-4b1b-8deb-255491f29294,3005b921-5076-456b-a4c9-d9d97924fecb,12.92,txn_XjqB0W74JCZskLoU,2023-02-14 08:56:30,Successful
98c7242f-6a9e-41d8-9164-392f3a3491dd,06c711da-a51a-426c-9947-fd16a737d2b4,9.52,txn_sME20MRg4FLxaHUr,2023-09-26 00:24:15,Successful
9c77964a-4846-41fa-9c9c-48844077cb8e,5c2dde48-ef78-4b95-bfed-0039bf2e67aa,14.96,txn_J4VyUofWqj8pVBrX,2022-02-10 23:12:00,Successful
47bccf22-a1a9-4a55-aa18-26cef42587c2,35585237-e1c1-43f7-9803-6e6b4e5d85dc,13.47,txn_cGljKqeICOCHD8sF,2021-09-25 00:11:21,Successful
9fd8e2c9-6d34-48d5-bd70-a56514928073,a93b307a-d824-4419-89cd-99b909a04715,16.38,txn_dZOwaiRp2LQBpD89,2019-11-16 21:09:41,Successful
b343f344-2da7-4de3-9a7a-59370f60c7ed,7609966d-e214-4a85-b8ed-035330c1cf8c,11.76,txn_dN1mnHOGBs94TXmp,2023-10-13 08:22:28,Successful
9d970652-6f34-4e29-94d9-0c2882851568,b3a9da98-6541-4889-84bb-7c59b0c3dfb7,6.35,txn_3ijFgo9z5XvzOkKN,2023-10-08 06:12:52,Successful
c5bef3de-531b-42f8-917e-13dd62bf595d,fe508afc-f290-4eec-9ac0-ec1f34b55e54,16.9,txn_PiUjknR3PgjGI2nS,2019-08-12 06:58:04,Successful
95e6b80c-d4a8-47b5-92d4-019239d10c80,7ebe4f5e-8499-4ae0-9155-618c1bb60a22,12.42,txn_oRa8TRolmfxOpALI,2021-07-16 22:36:12,Successful
47f77c47-8464-40cf-8aba-4d2570af46e2,b68519a0-c536-4c07-9f79-457fd02f8965,5.6,txn_ZlRI3I5JAPq42KfQ,2022-04-28 19:36:24,Successful
627e8711-bd0d-41db-9788-3b930647c4ed,a2f0b8b0-3bf4-4803-9dbb-5777448d8fd0,13.52,txn_eUhRBUjc4zO87C0Z,2023-09-06 19:06:20,Successful
df6a53dd-712c-41f3-87e4-6f6a42bfadb5,b6d06595-9204-416e-8dac-609fbe69893e,14.04,txn_4NxlJgZu9AlkuidD,2023-07-17 06:51:44,Successful
546f3ccb-980f-4cd0-a192-1b3f1bbb922a,f863acd1-d846-4613-a284-9a41930e0e9f,16.31,txn_rLIWNFUHjVd8nkzD,2023-03-02 13:26:06,Successful
09bd9510-f5b0-4aba-9716-3e1bb038e660,4943159c-5ba1-495a-b610-d56a7c25f0ef,5.08,txn_EhDrrYlvCH5Qq04B,2022-12-13 15:54:40,Successful
180d2e12-db9a-4e89-8089-5f6b90341057,1fb5628a-560f-41e7-98a2-8ca406e63479,17.57,txn_f9s3mTDEWhuanSn5,2023-04-15 19:38:36,Successful
e10014dd-c352-4a58-a7e8-64a2d75c2740,74088d8b-66a9-46f1-a760-ff5bcc16767f,12.64,txn_warWcT15ag5n4pb8,2023-10-13 09:35:45,Successful
e8818356-744c-4553-8a88-fb67f037357c,d0728b0f-00a3-4d3a-9322-fa841499c3e5,18.89,txn_CCMkd1lv9AFArLJs,2023-10-13 09:21:30,Successful
