VehicleId,LicensePlate,Status,LastService,Latitude,Longitude,Model,Make,LastTime
59b25a5e-1703-4f8f-b19f-d27494989877,AI55EUB,Busy,2019-10-24 19:13:34,51.538564721203535,-0.21107265449660617,MDX,Mitsubishi,2023-10-05 23:01:38
49dac3ae-75bb-462f-b3e7-a188deaf814b,CZ73KFZ,UnderRepair,2020-04-22 09:51:26,51.58516089875579,-0.08078650792688499,A3,Chevrolet,2023-10-12 05:30:33
a8f38c8e-0022-4b2a-a09a-e8fcac6bf3d3,SD97 HQQ,Vacant,2021-12-30 09:38:58,51.48924849842144,-0.1915703516380926,Ram 2500 Club Cab,Toyota,2023-10-11 13:43:46
a29aa1ee-b91e-490e-9f44-9c5f6eea7723,YK88XXE,Busy,2022-01-06 04:01:10,51.44925240277382,-0.1584609857129722,Traverse,Ford,2023-10-05 19:20:20
0c795b78-50e2-4c09-a8bb-7fbb8d792a38,OF58NUC,Vacant,2020-09-30 02:27:29,51.429489140792626,-0.19433526930596262,F350 Super Duty Regular Cab,Mercury,2023-10-10 20:14:05
2365590d-c2a6-4b49-a735-746e5d5ed651,ZH29LRF,Vacant,2021-10-09 09:51:10,51.47428628604674,-0.10325887954397717,Ram Wagon 1500,Toyota,2023-10-08 19:54:32
9e799711-df12-427f-a6a7-8d9b86dcd67d,ZE26AKP,Busy,2019-12-08 16:01:48,51.399967207780115,-0.21887628538084247,Caravan Passenger,Hyundai,2023-10-05 18:57:51
98fdeded-cb0b-4549-8e30-cd36a54f5cb8,SO38IQF,Vacant,2022-11-12 06:29:02,51.52806016342931,-0.18720457068074614,R8,Mercedes-Benz,2023-10-08 05:21:50
ba884349-5ec3-4679-bcf4-b5f202faa8fb,CH74YIS,Vacant,2022-04-02 06:42:32,51.572358160209625,-0.21639837558939443,Altima,Audi,2023-10-01 17:38:32
c6432bea-e68d-46b2-bf22-75078e149151,LY57XBO,Vacant,2020-05-13 06:44:43,51.53470858824302,-0.07658140085553755,Avenger,Ford,2023-10-11 01:14:22
e6b63346-0f2e-4a00-acf4-24c2dcada41d,LS43NWM,Busy,2020-04-08 10:38:51,51.58059035446205,-0.20364301195633278,MX-5 Miata,Buick,2023-10-11 00:42:04
f54f2261-1cb9-4d98-b897-769eb298b815,AV17 TIW,UnderRepair,2019-10-25 11:50:44,51.44347455243413,-0.18502000595761384,300,GMC,2023-10-03 21:32:21
d6483fe6-2ecf-44c6-a79e-b1dd41a3f41e,WM04CJB,Vacant,2023-04-25 15:12:59,51.42283991725116,-0.13264596508735998,LR2,Land Rover,2023-10-10 19:07:27
016c37a4-0a2d-46b2-b8cc-7bf570b7e024,TR59 WCI,UnderRepair,2021-08-16 11:08:02,51.406961178911494,-0.12397792252150766,G,Chevrolet,2023-10-09 08:15:37
e57cecfa-9553-4424-9494-c82e615d80d0,OX24JAC,Vacant,2021-09-13 03:11:57,51.41183099396504,-0.04536348718258368,Rodeo,Dodge,2023-10-09 23:41:07
b782a953-60e6-40e3-a472-111a7cde974e,BE64 ZVG,Vacant,2021-05-23 05:36:36,51.508003780590826,-0.05389824233300325,Ram 50 Regular Cab,Ram,2023-10-07 13:00:23
de53bd60-fc42-4707-8b4e-5e7ae218e0fd,PI62 BUT,UnderRepair,2022-05-07 02:29:20,51.433196977544355,-0.07266425369133508,B-Series Cab Plus,Toyota,2023-10-03 03:07:30
fb9789f3-6684-4a6c-a01a-677d18b6138f,DX82ATD,Vacant,2022-12-08 14:41:11,51.58802487177098,-0.20686031228480395,Durango,Chevrolet,2023-10-10 19:50:32
3aa150a2-2e65-428c-a7c4-4cc415a54dfa,UF51EJD,Busy,2023-05-07 21:55:36,51.45076795099344,-0.17659558697370287,Tucson,Porsche,2023-10-10 09:57:33
28be9a9f-2d49-41e1-b288-028475801808,BJ89 ODP,Busy,2020-02-15 05:05:53,51.500865948783265,-0.09028089449845675,X6,Honda,2023-10-11 12:21:30
736a1b40-036d-4aeb-8147-44c5a7432e36,HD62 NUW,Busy,2020-10-20 01:58:33,51.40508567424108,-0.1408863064914918,Beretta,Lexus,2023-10-01 19:10:23
d4587a0d-f198-4fc3-9c2b-2fa03aa883f8,DK57VJQ,UnderRepair,2022-05-27 12:48:47,51.58862236900226,-0.20604896795949484,Regal,BMW,2023-10-09 14:12:15
01d3bbc5-9844-494e-8ad0-8aae0c2f5647,YP23 WKU,UnderRepair,2021-07-29 05:31:36,51.564983391673614,-0.08581818401903663,Savana 2500 Cargo,Lincoln,2023-10-07 23:05:35
8813f063-26d1-44be-918f-5330081ca13e,WJ96 CKC,UnderRepair,2020-07-16 20:17:16,51.45177886656192,-0.20158769433561272,MKT,Chevrolet,2023-10-13 08:19:15
17ac2415-5b76-4066-9aef-f4149db8b855,JI42 HGV,Vacant,2021-11-01 15:58:41,51.54150357672451,-0.04440552530952374,fortwo electric drive,BMW,2023-10-09 03:44:20
e22d0a33-8fe6-44d0-b97f-b31b68cbefee,TN79 MUN,Vacant,2022-08-02 14:35:19,51.50455666134762,-0.08488718641624401,Regular Cab,MAZDA,2023-10-03 06:56:03
e8724dfe-0b07-4733-b57a-f5aa55374e0d,KE20 SJP,Busy,2021-04-30 07:40:18,51.58071354592833,-0.18654920749794118,Millenia,Hyundai,2023-10-10 08:35:43
f73e45ab-9cf3-4a4a-98fc-e9e0e44386b5,YM81ORK,Busy,2023-10-05 02:24:53,51.51787404852597,-0.060772116830264344,D250 Regular Cab,Ram,2023-10-05 11:11:00
c28c3513-0422-4dca-94ec-33d4fb87dd02,OQ78NHM,Busy,2023-03-25 17:56:07,51.58844706705084,-0.13621606569861788,Maxima,Nissan,2023-10-07 04:59:53
47a4376f-042d-46bb-b8e8-8a37be1cc796,WG91DDH,Busy,2021-06-02 15:01:26,51.39171984736605,-0.15684826255939832,Quest,Ford,2023-10-03 00:12:13
ad61dd8e-eb86-4523-b29a-5d19a4d701b6,MX56KJP,Busy,2021-05-18 02:56:19,51.461723626526336,-0.14682548872036771,Legacy,Isuzu,2023-10-06 08:57:05
bb01adeb-e6c3-475e-96a6-46774588d173,HJ27MCT,Busy,2020-06-13 23:38:29,51.45938971319684,-0.05945414125484347,LS,Ford,2023-10-12 19:29:03
132a5163-b07f-489e-8ddf-3e761bbdf62e,YK34CNF,UnderRepair,2023-03-28 11:41:04,51.50342389734377,-0.08520185427353669,Summit,Lexus,2023-10-08 22:04:44
901fc8d2-f4bf-405d-8f98-36c9f918652a,RE89NCY,Vacant,2022-12-06 16:09:51,51.54803923762427,-0.1768954866363873,Wrangler,BMW,2023-10-01 13:17:35
8bb5b268-20ae-43da-ab0c-6e135d1bc978,GA05 ZOW,Vacant,2021-09-19 13:43:42,51.569849474945734,-0.0703659856311522,C30,MAZDA,2023-10-03 04:51:32
51af1f68-9c9c-4df4-a892-7b6d63fccd67,BC90 IPX,Vacant,2020-10-28 23:35:02,51.58337980160802,-0.18377985288609913,5 Series,Audi,2023-10-07 01:12:30
2b18f9b9-5f3b-41f1-b13c-241c841dd7d7,RG65 KUU,Busy,2023-01-29 07:57:41,51.577509711093796,-0.19504866733447673,E-Class,BMW,2023-10-01 04:09:26
6085366b-fbb9-42b4-a596-18b6eba81255,MP67 CFF,Busy,2020-07-20 20:21:24,51.476170139269186,-0.19185896033234542,3500 Regular Cab,Nissan,2023-10-11 22:01:59
62f492fd-8314-4246-9d19-b4c35378758a,BC92XRC,Busy,2022-08-15 16:58:11,51.44442149397104,-0.15418975594086148,CR-V,GMC,2023-10-06 18:08:48
789dbf2b-63ea-4538-98e0-6477fa844da8,NE14IWP,Vacant,2021-07-25 02:33:48,51.4409889095106,-0.14070088100510902,Celica,Lexus,2023-10-07 20:39:34
9f10104c-f034-44ad-a1c7-b7828bdfc3f0,LW12JRM,UnderRepair,2023-01-06 23:53:56,51.5741276981166,-0.05138097140557671,New Beetle,Subaru,2023-10-09 20:37:15
8b484ef4-64e9-4cb0-9c93-0ad47c69c108,UY47WJC,UnderRepair,2021-08-12 13:58:58,51.525074480204346,-0.10249346296228162,500 SEL,FIAT,2023-10-04 04:19:19
ae64886d-4945-4eff-b083-6ebcde308192,RI86 COZ,Busy,2023-02-13 08:47:29,51.55288511344923,-0.055681758775881635,Element,Chrysler,2023-10-08 01:08:20
58804990-d501-4c91-84d0-f1cb258528b3,NY54HQC,UnderRepair,2021-03-05 11:57:03,51.43016599238507,-0.20031976648386565,Sentra,Chevrolet,2023-10-07 01:25:32
35544c7a-b179-40d5-930f-5774e3fbc307,TR87 XFD,Busy,2020-09-01 19:01:23,51.40909851753487,-0.0953665838707291,Raider Extended Cab,Lincoln,2023-10-06 21:04:29
a887b2db-b678-444d-b6d3-fea95e8a6705,NV57DLI,UnderRepair,2019-12-10 18:47:00,51.50801062376981,-0.24096771123938926,Expedition,Cadillac,2023-10-12 13:27:35
71a852ed-61b5-4577-894d-35d0ec7b3947,JM26WAL,Busy,2023-01-19 06:17:24,51.57917553476393,-0.2369921297343572,Forester,Chrysler,2023-10-06 05:14:23
8122fc47-32cc-4dcb-8308-1d8ddfc9b477,TH44 SBU,Vacant,2021-09-23 18:47:33,51.46143065038201,-0.18029606322981126,Ram 3500 Quad Cab,Nissan,2023-10-11 20:24:09
90f873f2-3449-41cf-9327-6722c33107be,AO49JHK,Vacant,2023-06-05 23:25:53,51.532355693195186,-0.2324228324808846,Passport,Dodge,2023-10-04 17:24:14
9c24b900-5c36-47c4-b075-687d4a26504f,OQ54LZC,Vacant,2023-09-26 09:40:05,51.551750168479366,-0.181624623599779,Econoline E150 Passenger,Nissan,2023-10-12 11:47:23
e1db798d-918e-49ec-8627-911eb112cd2a,UQ05YSJ,Busy,2022-02-19 02:56:36,51.54609019634782,-0.10370830444835699,3500 Regular Cab,Toyota,2023-10-03 07:47:04
0195ec5a-4ee0-4d5c-b36f-a6c587e7b1e6,UM73WLV,Vacant,2022-10-18 05:09:46,51.52141629811226,-0.24335925219645008,Elise,Cadillac,2023-10-11 22:40:28
f7080dcd-ea3c-40f9-bd1b-c4743c85daf5,QV58 BJZ,Busy,2021-06-21 19:20:20,51.50967646495437,-0.17533390751265598,5-Sep,GMC,2023-10-06 16:49:39
19d79d36-63b4-41c4-82df-8c8617e1e743,QN11 FYV,Busy,2021-04-08 10:36:19,51.46779434656408,-0.06321635718923868,M,Jaguar,2023-10-01 14:01:22
032506f1-42dc-40f4-8d16-33260661c8cb,YZ97DWL,Vacant,2020-10-27 10:57:01,51.420152389551376,-0.13385574567133923,F350 Super Duty Regular Cab,Chevrolet,2023-10-13 01:09:26
2521d71a-a9ee-4e87-8bea-808783c886d7,UJ39DJQ,Busy,2023-07-21 02:30:02,51.466103634467046,-0.24094848359715493,Silverado 2500 HD Crew Cab,Ford,2023-10-10 03:26:15
7322431e-4735-4de7-a375-b657da4de25b,JA74 UZH,Vacant,2022-04-18 21:48:45,51.55835308809179,-0.13695172705082959,S4,Chevrolet,2023-10-11 01:26:52
1d8881ba-994a-48dd-a3a1-e95fd157396c,HT90 HAD,UnderRepair,2022-10-25 23:26:17,51.391583657925885,-0.1877933093070853,Concorde,Chevrolet,2023-10-08 09:29:24
8f70b7f1-6fe9-4942-9680-f582497c0410,SK30EML,Vacant,2020-03-28 16:29:57,51.4441097092159,-0.12481736150999644,Freestyle,Kia,2023-10-10 09:27:31
cb6a8f57-0967-416f-b996-ce26323fcb69,EZ15GVR,Busy,2020-04-20 21:41:42,51.58490997829376,-0.0731640111950991,Sportage,Lincoln,2023-10-08 11:11:59
3d188a23-8ae7-47f9-b13f-f8af64f77141,GD79YXN,Vacant,2021-09-21 23:15:19,51.433999418083886,-0.09535668103852527,A4,Acura,2023-10-07 20:44:14
2ab03502-5b80-49f6-b04c-081c8efc25bf,EP84 RKN,UnderRepair,2023-02-27 14:04:55,51.48265177803575,-0.0443900584357346,Ram 1500 Regular Cab,Aston Martin,2023-10-10 18:20:56
a260a656-1729-4bfa-86a1-0c940a86c0d2,KV22WRY,Busy,2021-05-19 02:18:49,51.43399472110555,-0.06272000057226643,5 Series,Volkswagen,2023-10-08 06:03:39
63ee5b43-0bcb-48bd-8ebd-27a2beaa7ecb,ZL41 OPA,Vacant,2020-01-24 00:11:42,51.453901863120755,-0.17978395703282252,Galant,Mercury,2023-10-01 02:32:02
e5a0b5aa-a26e-4bec-86af-361319062c6e,WN72 GGC,Busy,2022-08-09 23:19:50,51.41858419039708,-0.05614983612393526,S10 Extended Cab,Chevrolet,2023-10-11 14:37:53
070d79c9-9584-4b24-a4f8-1ecd8f7be0b7,QV69 LPX,Busy,2022-06-27 03:13:33,51.552979273070385,-0.05902742256904364,Golf (New),Chevrolet,2023-10-02 17:37:12
7679437e-10f1-4dc1-bea7-d434d5e42f2d,MS81 BNO,Vacant,2020-06-15 16:21:13,51.584305078422105,-0.14821085915108595,Aerio,GMC,2023-10-02 03:08:00
63c42ef0-3115-4555-a9d3-df5ac2c8be38,XL05 XAU,Busy,2023-09-28 14:47:31,51.508243490834545,-0.15635357766111943,S60,GMC,2023-10-10 11:03:30
763d3376-bc00-4320-b408-18b8700935da,WZ59ZSD,UnderRepair,2023-02-28 09:43:20,51.5490475233825,-0.22394148272054665,Sidekick,Volvo,2023-10-10 19:42:12
fcd34232-7d5c-4407-a2da-1ac163670b52,WI26 EEQ,Busy,2022-09-30 13:05:13,51.39289881394018,-0.17478395614726605,MX-5 Miata,Toyota,2023-10-07 02:32:49
5897b639-69f1-4e58-9154-9d861fff190d,MD00 WLF,UnderRepair,2022-03-14 23:11:18,51.40308429180636,-0.10713843134010256,Ram Van 2500,GMC,2023-10-12 11:53:18
a78a2d9c-0555-450f-befc-993c231b9f9d,KD62 YCF,Busy,2023-08-31 03:20:36,51.42662688892612,-0.13541977706102015,Town Car,Chevrolet,2023-10-11 03:36:25
6bba8520-aa7c-4b2c-8dc8-183ebbdedc35,TP94YLB,Vacant,2020-03-13 07:32:38,51.558800219441366,-0.21252764457968976,Sierra 1500 Regular Cab,Nissan,2023-10-07 20:16:03
04d18b45-c0ab-4e2f-87c6-860cca8bcedf,YT00 CYL,Busy,2023-05-11 20:17:53,51.51853312558794,-0.104994278672711,124 Spider,Chevrolet,2023-10-13 00:49:07
0238fd99-81e2-4bbd-a5ed-91afccc76874,PX30 UMV,Busy,2022-04-05 14:54:28,51.509100418338754,-0.21245533869089636,X3,Volkswagen,2023-10-12 04:30:18
c660870f-653c-4f41-9671-b1d67d0f33ee,BH34 WIT,Vacant,2020-01-29 16:56:14,51.43063429661193,-0.14130595482386715,Econoline E350 Cargo,Ford,2023-10-05 22:05:21
85559158-c3c2-4a0f-90f5-f06f888edc9d,LB43 QUI,Busy,2020-03-08 14:50:45,51.3993803030327,-0.13309189043489078,3500 Regular Cab,Dodge,2023-10-08 14:59:50
1e14f425-7cb3-46df-8a42-afc39fe22023,KM50 ZRZ,UnderRepair,2021-07-02 01:01:07,51.538236981125785,-0.15707165867973663,Venture Cargo,BMW,2023-10-09 04:08:17
86df831a-0681-46a6-b4a3-721efba1bf69,CG47 DOE,Busy,2021-08-16 05:54:45,51.585887159456966,-0.12238759940289021,Sierra 3500 HD Regular Cab,Chevrolet,2023-10-03 20:00:51
d2070182-c4dd-41e6-9165-8e244b468da7,CM36 MGL,Vacant,2022-07-11 04:44:10,51.49790799922067,-0.1808947821480964,Voyager,Saturn,2023-10-02 22:47:29
d55cffc3-798e-4fb0-bf6f-c6d9211bc981,RD45 FNL,Busy,2021-07-12 19:24:26,51.50507529915874,-0.16003872191042592,Crossfire,Chevrolet,2023-10-05 15:09:27
c2a720ef-33c9-48de-a999-704271f70169,TQ40 MZQ,Vacant,2020-07-11 14:08:42,51.42203418872404,-0.06577482254075881,Durango,GMC,2023-10-08 21:50:12
2b639525-8d44-4a01-8d99-b66ea2496c18,QF16 MLT,UnderRepair,2022-09-10 19:50:47,51.46068170148696,-0.20918599705647323,Savana 1500 Cargo,MAZDA,2023-10-06 01:07:05
748a3532-698e-4519-942b-34ac407f5199,PM92VZK,UnderRepair,2021-03-07 16:51:14,51.45251833170577,-0.14099146112406147,Malibu,Ford,2023-10-05 11:40:44
49fcdf80-6370-4c35-8a13-0c4189abfe2f,GR38 FBR,Vacant,2021-03-01 20:56:45,51.588875870488394,-0.18558371273262506,Mariner,Hyundai,2023-10-09 09:40:53
946c60c2-f4c1-42e7-ae63-7dc757de8f12,DM48VIL,Vacant,2022-11-01 11:35:23,51.5507536673159,-0.08677707600293497,FJ Cruiser,Mercedes-Benz,2023-10-06 05:54:17
0436a642-1ee3-441d-a28d-c0d989d6295c,AK04WUZ,Busy,2020-05-20 01:10:24,51.51600282832407,-0.08309908161414367,Firebird,Suzuki,2023-10-12 15:36:45
0365c59d-25c4-4b95-8624-91a6b049a180,HI37 OJV,Busy,2021-08-22 09:42:57,51.451828983776394,-0.0971270584620309,Seville,BMW,2023-10-11 05:13:11
11648d9d-905c-43e5-ab7c-05b8aff0fb6f,BG46BDF,UnderRepair,2021-03-17 19:13:23,51.466287338894276,-0.1334098326005505,GTI,Freightliner,2023-10-04 20:42:10
b4d513ca-821d-42f5-81b4-5a64949e88e5,GX82 FJE,Busy,2020-11-10 22:55:16,51.478719129277614,-0.16928682503150388,RDX,Mercedes-Benz,2023-10-03 19:46:50
f906c736-a9b3-4089-9e8d-7f34f8695e50,WL39IJL,Vacant,2020-01-20 21:21:27,51.47531449398192,-0.16177327640368902,Ranger Super Cab,Subaru,2023-10-04 05:24:50
f3ff4130-fe37-4eb5-bd2a-4df0165cae9b,ZQ14TCK,Busy,2019-11-06 19:10:43,51.415564597214576,-0.06611479214556554,Stratus,Ford,2023-10-07 18:07:14
f5d4effe-6278-4a4a-b385-c1bdb2394abf,YB98 YCA,Busy,2021-05-03 20:45:35,51.48530045464518,-0.10630423183736348,Town & Country,Hyundai,2023-10-05 22:26:30
5b3df3f4-e26d-4c9d-a7f5-76975a813f9a,VD58 YZA,UnderRepair,2019-12-15 03:33:33,51.56129409131071,-0.04796645777785333,Corvette,Ferrari,2023-10-01 12:14:59
18ac9233-7d00-4f11-83d9-f2cb5df24c8a,ZU94KKU,Busy,2023-02-22 20:06:25,51.408243910163364,-0.21075858234698597,Sierra (Classic) 3500 Regular Cab,BMW,2023-10-09 02:24:19
03f66d33-95b3-4d3a-8d4d-a2bccdfefa80,GM67JLX,Vacant,2023-10-10 16:49:57,51.53953126309157,-0.2253979182572237,Echo,Ford,2023-10-01 04:49:48
16cc6cee-945c-44a3-a5cb-3971532fd241,AP90 OGS,UnderRepair,2022-08-30 09:04:34,51.51234384456586,-0.17602560207848555,X7,Mercury,2023-10-07 19:41:31
9ab0ee51-4797-4f3e-87ef-0b06a3e46071,VP89 IAU,UnderRepair,2023-02-13 06:55:15,51.507499917419416,-0.08442641711222368,Sierra 1500 Extended Cab,Toyota,2023-10-07 17:38:21
b690a45e-096c-4520-9f05-f1479995d9b2,WN95MUD,Vacant,2023-09-27 02:52:56,51.415564925365395,-0.20790932775165352,Giulia,Chevrolet,2023-10-01 17:21:15
cb1a2141-b335-4fb6-9535-59b80b908c9f,OI50 ZNF,Busy,2023-05-01 13:55:31,51.54638702775004,-0.234654634971323,Soul EV,FIAT,2023-10-01 23:11:11
3a060b2b-155e-4d0b-b6fc-1fd60ec91923,BD03QHH,Vacant,2022-05-07 22:07:16,51.52355205745932,-0.05154984816559513,Fusion,GMC,2023-10-02 21:49:39
03898fb8-5e32-4c30-8951-4d171d881e01,GC93XRM,UnderRepair,2019-12-25 03:42:51,51.4627705905459,-0.2420726470510572,Silverado 3500 Regular Cab,GMC,2023-10-07 22:52:56
27bf2840-db12-430d-9cee-96a088069882,SU29DAP,Vacant,2023-08-10 22:04:18,51.46995756185233,-0.17220750495850157,Civic,Subaru,2023-10-05 05:46:03
e41c3e94-bbb7-466b-98e8-275f5d7f326a,DX08 WWF,Busy,2022-05-18 07:26:28,51.436237950155785,-0.1737673374984516,Astro Passenger,GMC,2023-10-01 10:44:45
0886c54f-07ea-4f67-b978-2a87a8f5cb55,RW04GYP,UnderRepair,2022-02-01 12:15:28,51.55104485967612,-0.05544842939352476,Pacifica,Cadillac,2023-10-12 07:21:54
2c2c8e21-e638-41c2-a0c2-4b7580ef96ec,RN34 YNC,Vacant,2020-04-06 14:34:58,51.52167365073785,-0.20280875274586618,Sorento,Pontiac,2023-10-10 11:38:54
2831c85d-506a-4a97-abb7-cca187e1e036,IM43 RLH,Busy,2020-04-02 07:58:53,51.45781240203382,-0.22365573846459547,Model S,Freightliner,2023-10-03 23:53:30
e2426310-b52a-4edc-8f80-db7f20960b11,ES40 CUQ,Vacant,2023-09-20 02:14:52,51.409505503025414,-0.19435119414345103,Q60,Honda,2023-10-04 20:21:50
3a7aed39-2040-468f-88b6-cf91e594e85c,FU09 DQU,Vacant,2019-12-16 03:38:40,51.5556260010572,-0.06918492636888035,Cherokee,Chevrolet,2023-10-04 03:02:45
b2eb9ccf-0604-488d-830e-68402e8da2f9,SS93SJK,Vacant,2021-10-27 01:10:12,51.51095287527713,-0.15419908590663117,Envision,Ford,2023-10-12 21:35:44
b97a4682-d37d-4d13-87d4-ea83d1711695,VZ79 RKF,Busy,2022-04-07 03:56:13,51.4712379013151,-0.08955814006355989,Expedition,Volvo,2023-10-03 03:56:58
4b97bd54-cdaa-4424-9d90-2424d0e3a301,FF98RKP,UnderRepair,2023-04-05 04:07:53,51.58019217701232,-0.13712978157362332,3500 Crew Cab,Volkswagen,2023-10-07 14:21:41
8dbaf8fe-f4e4-4f80-bcfb-e48f3649e1c5,QS16 MHD,UnderRepair,2021-10-26 19:20:39,51.52479256107195,-0.08139524443282817,Town Car,Nissan,2023-10-04 18:11:22
47c25b6c-c381-4736-85b7-059710477576,WE47 XBZ,UnderRepair,2020-03-09 00:16:52,51.55451274890991,-0.161609422496746,Silverado 1500 Regular Cab,Buick,2023-10-05 19:10:45
b400247c-15f7-4a43-9df9-97d8d9366a90,MW56MST,UnderRepair,2021-02-06 03:11:56,51.44032418209344,-0.0802877668701498,3000GT,Ford,2023-10-02 03:24:49
41858f1a-ba37-49f4-979c-35314979a565,GY89 IJQ,Vacant,2020-06-26 23:13:42,51.440256745750254,-0.10435200579866902,Optima,Nissan,2023-10-03 12:06:43
0cf104c5-7008-4723-8ae4-3b43aa9c0eb9,LL23 IOY,Busy,2021-02-11 08:21:07,51.50639780965551,-0.07736067243349681,Fit,INFINITI,2023-10-03 19:53:36
56f20bf8-852c-4ef8-ad0f-9b1555de359e,OM02ACE,Busy,2021-12-12 05:58:34,51.4945743640972,-0.1706105003323778,Intrepid,Buick,2023-10-04 17:00:42
dde41b31-cdb3-4859-a774-60b69dd04a3d,FB78 ZKO,Busy,2022-06-09 16:21:00,51.49753259268277,-0.18364808090119952,Milan,Subaru,2023-10-02 17:55:14
b204936a-c0eb-4529-8192-1e7bffef419e,PN00EYW,Vacant,2020-10-25 04:48:50,51.58616950836668,-0.04406363355100534,F250 Super Duty Super Cab,Volkswagen,2023-10-11 04:01:47
